Indicator,Groups,State,Subgroup,Phase,TimePeriod,TimePeriodLabel,TimePeriodStartDate,TimePeriodEndDate,Value,LowCI,HighCI,ConfidenceInterval,QuartileRange
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,37.7,33.8,41.7,37.75,37.05
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,34.7,30.1,39.5,34.8,35.099999999999994
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,38.5,33.6,43.6,38.6,41.85
Symptoms of Anxiety Disorder,By State,California,California,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,38.9,36.3,41.6,38.95,41.85
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,39.4,35.2,43.8,39.5,41.85
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,35.6,31.1,40.2,35.650000000000006,35.099999999999994
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,35.3,30.7,40.1,35.4,35.099999999999994
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,34.4,28.9,40.1,34.5,35.099999999999994
Symptoms of Anxiety Disorder,By State,Florida,Florida,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,37.7,33.5,42.1,37.8,37.05
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,40.3,36.4,44.2,40.3,41.85
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,29.8,23.9,36.1,30.0,30.8
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,37.9,33.9,42.1,38.0,37.05
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,35.7,31.7,40,35.85,35.099999999999994
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,34.2,30.5,38,34.25,30.8
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,34.5,29.2,40.1,34.65,35.099999999999994
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,35.9,31.3,40.6,35.95,35.099999999999994
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,37.9,33.4,42.6,38.0,37.05
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,45.5,40.3,50.8,45.55,41.85
Symptoms of Anxiety Disorder,By State,Maine,Maine,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,33.8,28.5,39.3,33.9,30.8
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,34.7,30.9,38.6,34.75,35.099999999999994
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,37.5,33.1,42.1,37.6,37.05
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,40.7,36.6,45,40.8,41.85
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,31.7,28.4,35.2,31.8,30.8
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,35.3,29.2,41.6,35.4,35.099999999999994
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,35.7,31.3,40.3,35.8,35.099999999999994
Symptoms of Anxiety Disorder,By State,Montana,Montana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,36.6,31.6,41.9,36.75,37.05
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,27.9,24.4,31.7,28.049999999999997,30.8
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,39.5,35.6,43.6,39.6,41.85
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,32.2,27.8,36.9,32.35,30.8
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,34.8,30.5,39.2,34.85,35.099999999999994
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,42.4,37.5,47.5,42.5,41.85
Symptoms of Anxiety Disorder,By State,New York,New York,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,33.3,29.6,37.1,33.35,30.8
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,32.1,27,37.6,32.3,30.8
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,27.4,22.2,33.2,27.700000000000003,30.8
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,38.1,33,43.4,38.2,37.05
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,44.2,40,48.4,44.2,41.85
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,41.6,38.2,44.9,41.55,41.85
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,34.1,30.4,37.9,34.15,30.8
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,32.9,28,38.1,33.05,30.8
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,37.2,32.2,42.4,37.3,37.05
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,28.3,24.1,32.7,28.400000000000002,30.8
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,36.2,32.1,40.5,36.3,37.05
Symptoms of Anxiety Disorder,By State,Texas,Texas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,38,34.5,41.5,38.0,37.05
Symptoms of Anxiety Disorder,By State,Utah,Utah,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,34.6,31.7,37.5,34.6,35.099999999999994
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,38,32.5,43.8,38.15,37.05
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,35.9,31.7,40.2,35.95,35.099999999999994
Symptoms of Anxiety Disorder,By State,Washington,Washington,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,36.8,33.5,40.1,36.8,37.05
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,39.5,34.2,45.1,39.650000000000006,41.85
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,35.4,31.2,39.9,35.55,35.099999999999994
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,33.6,27.8,39.7,33.75,30.8
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,42.4,41.5,43.3,42.4,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,56.2,53.5,58.9,56.2,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,49.1,47.4,50.9,49.15,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,45.1,43.2,47,45.1,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,41.1,39.5,42.7,41.1,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,33.6,31.9,35.3,33.599999999999994,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,27.1,25.2,29.1,27.15,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,28.3,22.2,35,28.6,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,37.9,36.7,39.1,37.900000000000006,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,46.5,45.4,47.6,46.5,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,46.3,44,48.5,46.25,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,40.9,40,41.7,40.85,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,48,45.3,50.7,48.0,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,33.1,29.5,36.8,33.15,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,48.9,45.1,52.8,48.95,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,49.6,44.9,54.2,49.55,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,44.7,42.5,46.8,44.65,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,45.8,44.8,46.8,45.8,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,35.6,34.8,36.5,35.65,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,44,38.5,49.6,44.05,42.650000000000006
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,44.1,39.8,48.5,44.15,42.650000000000006
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,43.5,38.8,48.3,43.55,42.650000000000006
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,43,38,48.1,43.05,42.650000000000006
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,45,42.1,47.9,45.0,47.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,44.6,40.4,48.9,44.65,47.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,40.8,35.9,45.9,40.9,40.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,39.9,35.2,44.7,39.95,40.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,41.4,35.6,47.4,41.5,42.650000000000006
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,41.5,37.4,45.6,41.5,42.650000000000006
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,45.7,41.8,49.7,45.75,47.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,37.6,30.9,44.7,37.8,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,43.7,38.9,48.5,43.7,42.650000000000006
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,39.5,35.2,44.1,39.650000000000006,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,40.8,37,44.7,40.85,40.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,39.5,34.5,44.6,39.55,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,41.5,36.8,46.4,41.599999999999994,42.650000000000006
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,43.9,38.4,49.5,43.95,42.650000000000006
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,50,44.4,55.6,50.0,47.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,37.7,32.7,43,37.85,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,39.7,35.8,43.8,39.8,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,42.8,38.3,47.3,42.8,42.650000000000006
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,45.6,41.9,49.4,45.65,47.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,36.6,32.9,40.5,36.7,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,45.9,40,51.8,45.9,47.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,40.3,35.9,44.8,40.349999999999994,40.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,40.7,35,46.7,40.85,40.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,36.4,32,41,36.5,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,46.1,42.3,50,46.15,47.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,39.5,34.9,44.1,39.5,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,41.4,36.4,46.5,41.45,42.650000000000006
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,47.7,42.6,52.9,47.75,47.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,40.7,36.6,44.9,40.75,40.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,37,31.7,42.7,37.2,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,34.1,27.9,40.8,34.349999999999994,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,46,40.9,51.1,46.0,47.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,48.8,44.9,52.7,48.8,47.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,45.6,42.3,48.9,45.599999999999994,47.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,39.7,35.9,43.6,39.75,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,35.8,30.3,41.6,35.95,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,40.2,35.2,45.3,40.25,40.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,31.8,27.3,36.5,31.9,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,41,37.2,44.9,41.05,40.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,43.2,39.7,46.6,43.150000000000006,42.650000000000006
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,40.6,37.3,43.9,40.599999999999994,40.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,41.1,35.1,47.4,41.25,40.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,40.4,35.9,45.1,40.5,40.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,42.4,39.3,45.7,42.5,42.650000000000006
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,48.1,42,54.2,48.1,47.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,40,35.4,44.8,40.099999999999994,40.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,2020-12-09T00:00:00,2020-12-21T00:00:00,39,33.2,45.1,39.150000000000006,35.75
Symptoms of Depressive Disorder,National Estimate,United States,United States,-1,1,Dec 22 - Jan 5,2020-12-22T00:00:00,2021-01-05T00:00:00,31.8,28.1,35.849999999999994,31.7,27.85
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,-1,1,Dec 22 - Jan 5,2020-12-22T00:00:00,2021-01-05T00:00:00,31.8,28.1,35.849999999999994,31.7,27.85
