weekending,providername,providercity,residentstotaladmissionscovid-19,residentstotalconfirmedcovid-19,residentstotalsuspectedcovid-19,residentsweeklyalldeaths,residentstotalalldeaths,residentstotalcovid-19deaths,numberofallbeds,totalnumberofoccupiedbeds,staffweeklyconfirmedcovid-19,stafftotalconfirmedcovid-19,staffweeklysuspectedcovid-19,stafftotalsuspectedcovid-19,stafftotalcovid-19deaths,shortageofnursingstaff,shortageofclinicalstaff,shortageofaides,shortageofotherstaff,anycurrentsupplyofn95masks,one-weeksupplyofn95masks,anycurrentsupplyofsurgicalmasks,one-weeksupplyofsurgicalmasks,anycurrentsupplyofeyeprotection,one-weeksupplyofeyeprotection,one-weeksupplyofgowns,anycurrentsupplyofhandsanitizer,threeormoreconfirmedcovid-19casesthisweekorinitialconfirmedcovid-19casethisweek,abletotestorobtainresourcestotestallcurrentresidentswithinnext7days,abletotestorobtainresourcestotestallstaffand/orpersonnelwithinnext7days
2020-09-06T00:00:00,WOODLAKE AT TOLLAND REHABILITATION & NURSING CENTE,TOLLAND,0,0,4,0,6,1,130,112,0,3,0,2,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-27T00:00:00,"MARY WADE HOME, INC",NEW HAVEN,23,57,1,0,30,17,94,70,0,60,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-02T00:00:00,WEST HARTFORD HEALTH & REHABILITATION CENTER,WEST HARTFORD,33,30,0,1,38,16,160,117,0,37,0,30,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-27T00:00:00,WATERBURY GARDENS NURSING AND REHAB,WATERBURY,2,16,2,0,3,12,150,94,0,16,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-09T00:00:00,"SPRINGS AT WATERMARK 3030 PARK, THE",BRIDGEPORT,0,2,0,0,1,1,23,15,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-27T00:00:00,EDGEHILL HEALTH CENTER,STAMFORD,4,4,0,1,6,0,46,23,3,21,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-17T00:00:00,WOLCOTT VIEW MANOR,WOLCOTT,14,128,24,0,33,14,129,56,0,49,0,20,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-27T00:00:00,GEER NURSING AND REHABILITATION,CANAAN,0,1,0,0,3,0,120,86,2,3,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-13T00:00:00,HARRINGTON COURT,COLCHESTER,17,59,5,3,37,15,125,85,1,23,0,5,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-27T00:00:00,WEST HARTFORD HEALTH & REHABILITATION CENTER,WEST HARTFORD,43,57,0,5,60,21,160,117,1,46,0,30,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-02T00:00:00,"CONNECTICUT BAPTIST HOMES, INC",MERIDEN,0,14,0,2,16,4,60,44,3,11,2,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-26T00:00:00,LAUREL RIDGE HEALTH CARE CENTE,RIDGEFIELD,4,10,5,0,11,6,126,111,0,8,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,APPLE REHAB CROMWELL,CROMWELL,1,20,11,0,13,7,75,57,0,3,0,2,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-20T00:00:00,NOTRE DAME CONVALESCENT HOME I,NORWALK,3,23,40,0,18,14,60,44,0,20,0,13,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-18T00:00:00,PARKVILLE CARE CENTER,HARTFORD,0,72,0,0,10,6,150,113,0,24,0,30,0,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-12T00:00:00,LUTHERAN HOME OF SOUTHBURY INC,SOUTHBURY,7,58,8,1,35,18,120,99,0,33,0,22,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-13T00:00:00,BICKFORD HEALTH CARE CENTER,WINDSOR LOCKS,8,48,69,0,17,11,48,27,0,30,0,17,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-28T00:00:00,WHISPERING PINES REHABILITATION AND NURSING CENTER,EAST HAVEN,59,63,20,1,39,25,90,74,0,48,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,WOLCOTT VIEW MANOR,WOLCOTT,0,0,24,1,9,0,129,75,0,1,0,9,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-08T00:00:00,VERNON MANOR HEALTH CARE CENTER,VERNON,90,2,1,0,6,0,120,98,4,18,0,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-07T00:00:00,"BRADLEY HOME & PAVILLION, THE",MERIDEN,9,11,1,0,14,7,30,26,0,11,0,3,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-01T00:00:00,"WATERTOWN CONVALARIUM, INC",WATERTOWN,0,0,0,0,0,0,46,35,0,1,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-07T00:00:00,MCLEAN HEALTH CENTER,SIMSBURY,12,13,12,2,34,4,89,58,1,15,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-28T00:00:00,MEADOW RIDGE,WEST REDDING,10,10,0,0,28,7,62,48,0,9,1,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-21T00:00:00,"TWIN MAPLES HEALTHCARE, INC",DURHAM,0,1,0,0,0,0,44,32,0,2,0,0,0,N,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y
2020-11-29T00:00:00,REGENCY HOUSE NURSING AND REHABILITATION CENTER,WALLINGFORD,1,85,28,3,52,36,130,105,1,40,0,18,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-18T00:00:00,KIMBERLY HALL-SOUTH CENTER,WINDSOR,23,82,9,0,31,22,180,81,0,34,0,2,0,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y
2021-02-28T00:00:00,CHESHIRE REGIONAL REHAB CENTER,CHESHIRE,1,63,36,0,17,5,85,69,0,28,0,9,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-15T00:00:00,WEST HARTFORD HEALTH & REHABILITATION CENTER,WEST HARTFORD,33,30,0,1,46,16,160,124,1,39,0,30,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-25T00:00:00,APPLE REHAB MYSTIC,MYSTIC,0,0,4,0,1,0,60,39,0,0,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,MERIDEN CENTER,MERIDEN,3,17,14,1,12,0,130,97,0,2,0,3,0,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y
2020-09-20T00:00:00,"GUILFORD HOUSE, THE",GUILFORD,4,2,3,1,12,0,75,57,0,3,0,8,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-09T00:00:00,SAINT JOHN PAUL I I CENTER,DANBURY,16,108,2,0,54,32,141,80,0,53,0,4,0,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y
2020-06-07T00:00:00,ARK HEALTHCARE & REHABILITATION AT GOVERNOR’S HO,SIMSBURY,0,8,1,1,4,1,70,47,0,2,0,1,0,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y
2021-01-31T00:00:00,INGRAHAM MANOR,BRISTOL,5,95,7,0,52,7,128,95,2,57,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
2020-11-15T00:00:00,LONG RIDGE POST-ACUTE CARE,STAMFORD,39,63,31,0,35,23,120,71,0,23,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-27T00:00:00,"TWIN MAPLES HEALTHCARE, INC",DURHAM,4,38,0,0,4,0,44,30,3,20,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-06T00:00:00,WEST RIVER REHAB CENTER,MILFORD,24,73,17,6,56,30,120,80,21,33,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
2020-05-24T00:00:00,APPLE REHAB SHELTON LAKES,SHELTON,6,28,3,0,19,7,120,81,0,15,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-27T00:00:00,THREE RIVERS,NORWICH,9,20,6,1,5,4,102,38,0,6,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-21T00:00:00,COLONIAL HEALTH & REHAB CENTER OF PLAINFIELD LLC,PLAINFIELD,0,61,19,0,34,4,90,76,0,39,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-14T00:00:00,AVON HEALTH CENTER,AVON,7,96,79,0,68,27,120,80,1,70,0,66,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-28T00:00:00,AUTUMN LAKE HEALTHCARE AT NEW BRITAIN,NEW BRITAIN,43,17,5,1,34,22,282,203,2,11,0,6,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-29T00:00:00,GRANDVIEW REHABILITATION AND HEALTHCARE CENTER,NEW BRITAIN,2,64,6,0,27,16,160,129,2,31,0,4,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-22T00:00:00,ARK HEALTHCARE & REHABILITATION AT GOVERNOR’S HO,SIMSBURY,1,10,1,0,10,1,70,48,0,3,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-14T00:00:00,WEST HARTFORD HEALTH & REHABILITATION CENTER,WEST HARTFORD,33,30,0,1,35,16,160,114,0,37,0,30,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-07T00:00:00,NOBLE HORIZONS,SALISBURY,0,0,0,0,9,0,91,63,0,11,0,17,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-11T00:00:00,DAVIS PLACE,DANIELSON,0,0,5,0,11,0,190,158,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-31T00:00:00,ST JOSEPHS LIVING CENTER,WINDHAM,1,28,31,0,19,8,120,81,0,5,2,40,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-13T00:00:00,SOUTHINGTON CARE CENTER,SOUTHINGTON,14,59,13,1,20,9,130,104,0,31,0,9,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,WESTERN REHABILITATION CARE CENTER,DANBURY,3,3,0,0,1,1,120,83,0,2,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-27T00:00:00,ARK HEALTHCARE & REHABILITATION AT ST. CAMILLUS,STAMFORD,11,52,0,0,27,22,124,73,0,18,0,0,1,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y
2020-12-20T00:00:00,APPLE REHAB COLCHESTER,COLCHESTER,0,0,0,0,2,0,60,47,0,2,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-01T00:00:00,PIERCE MEM BAPTIST HOME,BROOKLYN,1,0,1,0,20,0,72,55,0,0,0,7,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-24T00:00:00,WESTPORT REHABILITATION COMPLEX,WESTPORT,7,40,53,0,103,14,99,42,0,14,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y
2020-06-21T00:00:00,GREENWICH WOODS REHABILITATION,GREENWICH,3,20,2,1,21,0,217,67,0,2,0,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-13T00:00:00,LUTHERAN HOME OF SOUTHBURY INC,SOUTHBURY,7,58,10,1,44,18,120,107,1,34,0,22,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-24T00:00:00,DAVIS PLACE,DANIELSON,4,134,5,1,40,21,190,122,2,89,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-19T00:00:00,"WATERTOWN CONVALARIUM, INC",WATERTOWN,0,0,0,0,0,0,46,37,0,1,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-13T00:00:00,WOLCOTT VIEW MANOR,WOLCOTT,2,102,24,2,21,2,129,50,14,47,0,20,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
2020-11-15T00:00:00,AMBERWOODS OF FARMINGTON,FARMINGTON,0,0,3,1,15,0,130,84,2,4,1,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-31T00:00:00,TOUCHPOINTS AT FARMINGTON,FARMINGTON,33,102,2,0,18,16,105,85,0,8,0,29,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-13T00:00:00,HANCOCK HALL,DANBURY,0,0,0,1,13,1,96,72,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-24T00:00:00,SHERIDEN WOODS,BRISTOL,17,5,11,1,1,1,146,100,5,5,10,10,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-19T00:00:00,GLENDALE CENTER,NAUGATUCK,5,41,1,0,17,6,120,83,0,22,0,1,0,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y
2021-01-10T00:00:00,VILLAGE GREEN OF BRISTOL REHAB & HEALTH CENTER,FORESTVILLE,1,5,0,1,33,0,120,77,2,11,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,GLADEVIEW HEALTH CARE CENTER,OLD SAYBROOK,0,0,1,1,11,0,132,108,0,11,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-31T00:00:00,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",BRISTOL,6,41,30,3,54,9,132,118,0,26,0,11,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-03-14T00:00:00,WEST HARTFORD HEALTH & REHABILITATION CENTER,WEST HARTFORD,52,59,0,0,71,23,160,116,0,49,0,30,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-24T00:00:00,WHITNEY REHABILITATION CARE CENTER,HAMDEN,2,54,27,18,18,17,150,90,75,75,1,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-13T00:00:00,MILLER MEMORIAL COMMUNITY,MERIDEN,0,1,1,0,13,0,90,65,1,20,0,15,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-10T00:00:00,WATER'S EDGE CENTER FOR HEALTH & REHAB,MIDDLETOWN,30,96,70,0,63,23,150,120,2,38,0,10,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-18T00:00:00,BEL AIR MANOR,NEWINGTON,0,3,8,0,9,2,71,57,0,1,0,8,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-01T00:00:00,SHARON HEALTH CARE CENTER,SHARON,12,0,0,1,7,4,88,56,0,3,0,5,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-22T00:00:00,TOUCHPOINTS AT BLOOMFIELD,BLOOMFIELD,64,102,2,0,20,15,145,111,0,20,0,59,1,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-13T00:00:00,ST JOSEPH'S RESIDENCE,ENFIELD,0,0,0,0,0,0,25,25,0,1,0,7,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-31T00:00:00,BRANFORD HILLS HEALTHCARE CTR,BRANFORD,6,28,3,0,19,7,120,81,0,15,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-15T00:00:00,VERNON MANOR HEALTH CARE CENTER,VERNON,90,26,1,1,7,0,120,94,0,18,6,6,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
2021-02-28T00:00:00,JOHN L. LEVITOW HEALTH CARE CENTER,ROCKY HILL,12,34,0,0,20,7,125,82,0,42,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-03T00:00:00,APPLE REHAB SHELTON LAKES,SHELTON,8,21,0,1,13,1,106,71,0,7,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-01T00:00:00,DOUGLAS MANOR,WINDHAM,0,7,1,0,24,1,90,71,1,13,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-14T00:00:00,"GARDNER HEIGHTS HEALTH CARE CENTER, INC",SHELTON,2,6,19,0,4,2,130,80,0,7,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-04T00:00:00,APPLE REHAB COCCOMO,MERIDEN,7,48,7,1,28,9,100,80,0,14,0,8,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-05T00:00:00,CALEB HITCHCOCK HEALTH CARE CE,BLOOMFIELD,0,5,16,1,12,5,60,43,0,5,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-02T00:00:00,AUTUMN LAKE HEALTHCARE AT CROMWELL,CROMWELL,4,7,1,1,16,8,175,114,0,8,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-06T00:00:00,SILVER SPRINGS CARE CENTER,MERIDEN,0,66,1,0,12,8,155,144,0,26,0,29,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-05T00:00:00,REGALCARE AT WATERBURY,WATERBURY,4,56,21,0,27,13,120,90,0,22,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-10T00:00:00,CHESHIRE HOUSE HEALTH CARE FAC,WATERBURY,3,50,27,2,31,21,75,52,2,28,0,8,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-24T00:00:00,CHESTELM HEALTH CARE,MOODUS,0,17,2,2,4,1,76,60,7,14,0,6,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
2021-03-14T00:00:00,QUINNIPIAC VALLEY CENTER,WALLINGFORD,234,88,1,0,44,10,180,98,0,37,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-02T00:00:00,EDGEHILL HEALTH CENTER,STAMFORD,2,1,0,0,1,0,46,17,0,14,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-04T00:00:00,WATROUS NURSING CENTER,MADISON,0,1,1,0,0,0,45,27,0,1,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-26T00:00:00,NOTRE DAME CONVALESCENT HOME I,NORWALK,3,22,38,0,17,13,60,40,0,20,0,13,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-24T00:00:00,NEWTOWN REHABILITATION & HEALTH CARE CENTER,NEWTOWN,9,75,6,24,24,18,137,122,8,8,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-14T00:00:00,WADSWORTH GLEN HEALTH CARE CEN,MIDDLETOWN,25,82,2,0,31,14,102,79,0,47,0,4,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-31T00:00:00,AUTUMN LAKE HEALTHCARE AT BUCKS HILL,WATERBURY,21,72,32,0,33,17,90,70,0,38,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-19T00:00:00,AMBERWOODS OF FARMINGTON,FARMINGTON,0,0,0,1,7,0,130,70,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-13T00:00:00,GROTON REGENCY CENTER,GROTON,6,25,12,1,24,0,162,121,0,17,0,22,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-15T00:00:00,"CONNECTICUT BAPTIST HOMES, INC",MERIDEN,2,14,0,0,24,9,60,45,0,14,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-25T00:00:00,WILLOWS REHABILITATION & NURSING CENTER,WOODBRIDGE,25,60,0,0,33,19,90,78,0,48,0,0,0,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y
2021-01-10T00:00:00,EVERGREEN HEALTH CARE CENTER,STAFFORD SPRINGS,4,18,6,2,38,4,180,140,2,11,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-22T00:00:00,TOUCHPOINTS AT CHESTNUT,EAST WINDSOR,1,34,0,2,10,4,60,37,0,15,0,7,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-18T00:00:00,BRIDE BROOK HEALTH & REHABILITATION CENTER,NIANTIC,0,102,0,0,41,27,130,94,1,36,0,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-17T00:00:00,CAMBRIDGE HEALTH AND REHABILITATION CENTER,FAIRFIELD,10,85,44,1,58,24,160,121,0,42,0,11,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-14T00:00:00,MAPLE VIEW MANOR,ROCKY HILL,12,91,28,0,53,20,120,115,0,30,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-11T00:00:00,WHISPERING PINES REHABILITATION AND NURSING CENTER,EAST HAVEN,12,60,20,0,31,25,90,67,0,40,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-19T00:00:00,WESTSIDE CARE CENTER,MANCHESTER,1,80,0,0,31,28,162,118,0,23,0,34,0,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y
2021-01-10T00:00:00,MEADOWBROOK OF GRANBY,GRANBY,12,53,0,0,44,16,90,63,5,62,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y
2020-10-18T00:00:00,HARRINGTON COURT,COLCHESTER,11,55,5,6,26,8,125,71,2,16,0,3,0,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y
2021-01-24T00:00:00,WEST RIVER REHAB CENTER,MILFORD,38,92,17,2,68,37,120,84,0,47,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
2020-09-06T00:00:00,MATTATUCK HEALTH CARE FAC,WATERBURY,1,0,0,0,0,0,43,40,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-19T00:00:00,SHADY KNOLL,SEYMOUR,9,18,21,0,11,6,128,93,0,4,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-31T00:00:00,WHITNEY CENTER,HAMDEN,1,0,0,1,14,1,59,37,0,1,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-07T00:00:00,RIVER GLEN HEALTH CARE CTR,SOUTHBURY,0,1,0,0,0,0,120,99,0,2,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-28T00:00:00,INGRAHAM MANOR,BRISTOL,5,98,7,1,53,7,128,104,0,60,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-07T00:00:00,LORD CHAMBERLAIN NURSING & REHABILITATION CENTER,STRATFORD,10,67,90,0,43,28,190,126,0,41,4,55,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-12T00:00:00,VERNON MANOR HEALTH CARE CENTER,VERNON,21,0,1,0,0,0,120,97,0,12,0,0,0,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-23T00:00:00,VANDERMAN PLACE,WILLIMANTIC,0,0,1,0,5,0,114,87,0,1,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-14T00:00:00,WATERBURY GARDENS NURSING AND REHAB,WATERBURY,3,16,2,0,3,12,150,83,0,22,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-02T00:00:00,APPLE REHAB MYSTIC,MYSTIC,0,0,4,0,0,0,60,43,0,0,0,2,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-06T00:00:00,MAPLE VIEW MANOR,ROCKY HILL,12,68,27,0,43,18,120,78,0,23,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-11T00:00:00,"PORTLAND CARE & REHAB CENTER,",PORTLAND,52,26,31,0,28,11,65,60,0,16,0,55,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-12T00:00:00,CHELSEA PLACE CARE CENTER,HARTFORD,10,103,3,0,20,20,234,179,0,60,0,10,1,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y
2020-10-11T00:00:00,EVERGREEN WOODS,NORTH BRANFORD,0,0,1,0,0,0,50,35,0,1,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-08T00:00:00,LEDGECREST HEALTH CARE,KENSINGTON,5,23,1,0,15,5,55,40,0,2,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-03T00:00:00,NEWTOWN REHABILITATION & HEALTH CARE CENTER,NEWTOWN,35,109,16,0,64,35,137,107,4,45,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-28T00:00:00,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",BRISTOL,4,37,29,0,21,5,132,114,0,7,0,11,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
